Restaurant Name,Rating,Cuisine,Average Price,Average Delivery Time,Safety Measure,Location
Kamal Tiffin Centre,3.7,South Indian,₹50 for one,Opens at 7pm,Follows all Max Safety measures to ensure your food is safe,Trichy
Kamal Tiffin Centre,3.7,South Indian,₹50 for one,Opens at 7pm,Follows all Max Safety measures to ensure your food is safe,Trichy
Kamal Tiffin Centre,3.7,South Indian,₹50 for one,Opens at 7pm,Follows all Max Safety measures to ensure your food is safe,Trichy
KFC,4.2,"Burger, Fast Food, Biryani, Desserts, Beverages",₹200 for one,19 min,Follows all Max Safety measures to ensure your food is safe,Trivandrum
McDonald's,4.4,"Burger, Fast Food",₹200 for one,24 min,Follows all Max Safety measures to ensure your food is safe,Trivandrum
Hotel Chinnus,4.0,"Mughlai, North Indian, Seafood, Chinese, South Indian, Ice Cream, Desserts, Beverages",₹200 for one,21 min,Follows all Max Safety measures to ensure your food is safe,Trivandrum
Sri Ananthapuri Vegetarian Restaurant,4.2,South Indian,₹200 for one,19 min,Follows all Max Safety measures to ensure your food is safe,Trivandrum
Zam Zam Palayam,4.1,"Arabian, North Indian, Chinese, Biryani, Desserts, Beverages",₹200 for one,29 min,Follows all Max Safety measures to ensure your food is safe,Trivandrum
Kumar Cafe,4.2,"South Indian, Chinese",₹200 for one,38 min,Restaurant partner follows WHO protocol,Trivandrum
Domino's Pizza,4.4,"Pizza, Italian, Pasta, Fast Food, Desserts",₹200 for one,35 min,Follows all Max Safety measures to ensure your food is safe,Trivandrum
Shawarma Space,4.1,"Lebanese, Beverages",₹200 for one,23 min,Follows all Max Safety measures to ensure your food is safe,Trivandrum
Al-Hassan Family Restaurant,4.0,"Arabian, North Indian, South Indian, Chinese, Biryani, Sichuan, Desserts, Beverages",₹200 for one,33 min,Follows all Max Safety measures to ensure your food is safe,Trivandrum
Barbecue Space Restaurant,4.4,"Chinese, Lebanese, Fast Food, Beverages",₹200 for one,29 min,Restaurant partner follows WHO protocol,Trivandrum
Zam Zam Restaurant,3.8,"Arabian, North Indian, South Indian, Chinese, Desserts, Beverages, Biryani, Shake",₹200 for one,44 min,Restaurant partner follows WHO protocol,Trivandrum
Arabian Tasty Cafe,4.2,"Tea, Beverages, Ice Cream, Desserts, Shake",₹200 for one,40 min,Follows all Max Safety measures to ensure your food is safe,Trivandrum
Valiyakadayil Budget Restaurant,3.7,"Chinese, South Indian, Kerala, North Indian, Beverages, Arabian, Lebanese, Ice Cream",₹100 for one,29 min,Follows all Max Safety measures to ensure your food is safe,Trivandrum
Irani Kuzhimandi Restaurant,4.3,"Arabian, Chinese, North Indian, Beverages",₹100 for one,39 min,Follows all Max Safety measures to ensure your food is safe,Trivandrum
Lords,3.9,"North Indian, Chinese, Fast Food, Shake, Beverages",₹100 for one,29 min,Follows all Max Safety measures to ensure your food is safe,Trivandrum
Hotel Azeez,4.0,"South Indian, Fast Food, North Indian, Lebanese, Chinese, Beverages",₹100 for one,43 min,Follows all Max Safety measures to ensure your food is safe,Trivandrum
Burj Al Mandi,4.2,"Shawarma, Chinese, North Indian, Mughlai, Kebab, Sichuan",₹100 for one,36 min,Restaurant partner follows WHO protocol,Trivandrum
Azeez Restaurant,4.1,"Chinese, North Indian, South Indian, Biryani",₹100 for one,39 min,Follows all Max Safety measures to ensure your food is safe,Trivandrum
Chicking,4.2,"Fast Food, Burger, Pizza, Desserts, Beverages",₹100 for one,38 min,Follows all Max Safety measures to ensure your food is safe,Trivandrum
MRA Signature Bakery & Restaurant,3.9,"Fast Food, South Indian, Chinese, North Indian, Biryani, Street Food, Bakery, Beverages",₹100 for one,47 min,Follows all Max Safety measures to ensure your food is safe,Trivandrum
Burger King,4.1,"Burger, Fast Food, Beverages",₹100 for one,41 min,Follows all Max Safety measures to ensure your food is safe,Trivandrum
Hotel Taj,4.0,"Kerala, Biryani, Chinese, South Indian, Sichuan",₹100 for one,33 min,Restaurant partner follows WHO protocol,Trivandrum
Royal Travancore Kitchen,3.6,"Kerala, Arabian, Chinese, Continental, South Indian, North Indian, Ice Cream, Juices",₹100 for one,35 min,Follows all Max Safety measures to ensure your food is safe,Trivandrum
Sri Saravana Bhavan,4.2,"South Indian, North Indian, Chinese",₹100 for one,46 min,Follows all Max Safety measures to ensure your food is safe,Trivandrum
Sweet N Spicy Family Restaurant,3.8,"Kerala, Biryani, Chinese, Lebanese, Beverages",₹150 for one,34 min,Follows all Max Safety measures to ensure your food is safe,Trivandrum
Thaqwa Restaurant,4.3,"North Indian, Biryani, Chinese, Arabian, Desserts, Beverages, Ice Cream, Sichuan",₹150 for one,39 min,Follows all Max Safety measures to ensure your food is safe,Trivandrum
Mother's Veg Plaza,4.3,"South Indian, North Indian, Chinese, Sichuan",₹150 for one,34 min,Follows all Max Safety measures to ensure your food is safe,Trivandrum
Valiyakadayil Restaurant,3.8,"South Indian, Kerala, Chinese, North Indian, Arabian, Desserts, Beverages",₹150 for one,31 min,Follows all Max Safety measures to ensure your food is safe,Trivandrum
Cake World,4.2,Bakery,₹150 for one,31 min,Restaurant partner follows WHO protocol,Trivandrum
Zaytoon Family Restaurant,4.0,Lebanese,₹150 for one,37 min,Follows all Max Safety measures to ensure your food is safe,Trivandrum
Hotel Aruna,4.5,"South Indian, North Indian, Chinese, Sichuan",₹150 for one,27 min,Restaurant partner follows WHO protocol,Trivandrum
Salwa Dine,4.3,"South Indian, Chinese, North Indian, Biryani, Mughlai, Ice Cream, Juices, Beverages",₹150 for one,34 min,Follows all Max Safety measures to ensure your food is safe,Trivandrum
Garam Masala Restaurant,3.6,"South Indian, Chinese, Biryani, North Indian, Kerala, Ice Cream, Beverages, Sichuan",₹150 for one,30 min,Follows all Max Safety measures to ensure your food is safe,Trivandrum
De Paris,4.3,"Arabian, Desserts, Ice Cream, Beverages",₹150 for one,32 min,Follows all Max Safety measures to ensure your food is safe,Trivandrum
Break Time Cafe,3.7,"Sandwich, Burger, Fast Food, Shawarma, Desserts, Shake, Beverages",₹150 for one,55 min,Follows all Max Safety measures to ensure your food is safe,Trivandrum
Al Taza,4.5,"Lebanese, Rolls, Juices, Shake, Beverages",₹150 for one,25 min,Follows all Max Safety measures to ensure your food is safe,Trivandrum
Lulu Hypermarket,3.9,"Fast Food, Chinese, North Indian",₹150 for one,48 min,Restaurant partner follows WHO protocol,Trivandrum
Open House,4.2,"Kerala, Chinese, Arabian, South Indian",₹150 for one,38 min,Follows all Max Safety measures to ensure your food is safe,Trivandrum
The Imperial Kitchen,3.9,"Chinese, North Indian, Italian, Continental, Biryani",₹150 for one,28 min,Follows all Max Safety measures to ensure your food is safe,Trivandrum
Steampot,4.2,"South Indian, Kerala, North Indian, Chinese, Seafood, Biryani, Beverages",₹150 for one,26 min,Restaurant partner follows WHO protocol,Trivandrum
Sijis Pizza Street,4.2,"Fast Food, Pizza, Beverages, Desserts",₹150 for one,31 min,Follows all Max Safety measures to ensure your food is safe,Trivandrum
Noor Mahal,3.7,"Kerala, Chinese, South Indian, Desserts, Beverages, Shake",₹150 for one,33 min,Restaurant partner follows WHO protocol,Trivandrum
Chicking,4.0,"Fast Food, Burger, Beverages",₹150 for one,34 min,Follows all Max Safety measures to ensure your food is safe,Trivandrum
Al Hassan Restaurant,4.0,"South Indian, Mughlai, Chinese, North Indian, Biryani",₹150 for one,22 min,Restaurant partner follows WHO protocol,Trivandrum
Hotel Aryaas Veg,4.1,"South Indian, North Indian, Chinese",₹150 for one,18 min,Follows all Max Safety measures to ensure your food is safe,Trivandrum
GG Restaurant,4.1,South Indian,₹150 for one,37 min,Follows all Max Safety measures to ensure your food is safe,Trivandrum
Wrap A Loop,4.4,Lebanese,₹150 for one,32 min,Follows all Max Safety measures to ensure your food is safe,Trivandrum
Sharma North Indian Restaurant,3.6,North Indian,₹150 for one,38 min,Follows all Max Safety measures to ensure your food is safe,Trivandrum
Sai Anandhaas,4.2,South Indian,₹100 for one,25 min,Restaurant partner follows WHO protocol,Trivandrum
Mohabeth Thalassey Biriyani Center,3.7,Biryani,₹100 for one,31 min,Restaurant partner follows WHO protocol,Trivandrum
Ajwa Restaurant,4.1,Biryani,₹100 for one,31 min,Follows all Max Safety measures to ensure your food is safe,Trivandrum
Hotel Saravana Bhavan,4.2,"Chinese, South Indian, North Indian, Street Food, Beverages",₹100 for one,29 min,Follows all Max Safety measures to ensure your food is safe,Trivandrum
AK Restaurant And Catering,4.1,"South Indian, North Indian, Chinese, Shawarma",₹100 for one,38 min,Follows all Max Safety measures to ensure your food is safe,Trivandrum
Balan's Kamalam Restaurant,4.4,Kerala,₹100 for one,28 min,Restaurant partner follows WHO protocol,Trivandrum
WOW! China,3.8,"Chinese, Oriental, Asian, Sichuan, Seafood",₹100 for one,43 min,Restaurant partner follows WHO protocol,Trivandrum
Kottayam Kitchen Restaurant,3.8,"South Indian, Chinese, Sichuan",₹100 for one,42 min,Follows all Max Safety measures to ensure your food is safe,Trivandrum
Hotel Annapoorna,4.2,"South Indian, Beverages",₹100 for one,28 min,Restaurant partner follows WHO protocol,Trivandrum
Ambrosia,4.0,"Fast Food, Burger, Pizza, Sandwich, Beverages, Shake",₹100 for one,37 min,Follows all Max Safety measures to ensure your food is safe,Trivandrum
Supreme Bakers,4.1,Bakery,₹100 for one,32 min,Restaurant partner follows WHO protocol,Trivandrum
Dindigul Thalappakatti,4.3,"Biryani, BBQ, South Indian, Chinese, North Indian",₹100 for one,20 min,Restaurant partner follows WHO protocol,Trivandrum
ZamZam Dosa Hut,4.1,"South Indian, Ice Cream, Beverages",₹150 for one,32 min,Follows all Max Safety measures to ensure your food is safe,Trivandrum
Sri Aiswariya,4.1,South Indian,₹150 for one,33 min,Restaurant partner follows WHO protocol,Trivandrum
Subway,4.1,"Healthy Food, Sandwich, Fast Food, Wraps, Salad, Beverages",₹150 for one,35 min,Follows all Max Safety measures to ensure your food is safe,Trivandrum
Al Baike Fried Chicken,4.1,"Fast Food, Burger, Street Food, Beverages",₹150 for one,49 min,Follows all Max Safety measures to ensure your food is safe,Trivandrum
New Kings Restaurant,3.6,"Kerala, South Indian, North Indian, Chinese, Mughlai, Biryani, Desserts, Beverages",₹150 for one,29 min,Follows all Max Safety measures to ensure your food is safe,Trivandrum
Oldskool Cafe & Diner,4.3,"American, Fast Food, Beverages, Shake",₹150 for one,38 min,Follows all Max Safety measures to ensure your food is safe,Trivandrum
De Paris Restaurant,4.1,"Chinese, Arabian, North Indian, Biryani, Ice Cream, Beverages, Sichuan",₹150 for one,29 min,Follows all Max Safety measures to ensure your food is safe,Trivandrum
Irani Kuzhimandhi Restaurant,4.2,"South Indian, Kerala, Chinese, Desserts, Beverages, Sichuan",₹150 for one,27 min,Follows all Max Safety measures to ensure your food is safe,Trivandrum
Halais Dum Biryani,3.7,"South Indian, North Indian, Chinese, Biryani, Arabian, Beverages, Sichuan",₹150 for one,40 min,Follows all Max Safety measures to ensure your food is safe,Trivandrum
Seabass Sea Food Restaurant,4.0,"South Indian, Chinese, Biryani, Kerala",₹150 for one,36 min,Restaurant partner follows WHO protocol,Trivandrum
Chaappi Restaurant,4.0,"Fast Food, South Indian, Shake, Juices, Beverages, Ice Cream, Desserts, Sichuan",₹150 for one,36 min,Restaurant partner follows WHO protocol,Trivandrum
Aasife Biriyani,4.1,"Biryani, Chinese, Beverages",₹150 for one,18 min,Follows all Max Safety measures to ensure your food is safe,Trivandrum
Hotel Alankar Pure Veg Restaurant,4.2,"South Indian, North Indian, Chinese, Beverages",₹100 for one,24 min,Follows all Max Safety measures to ensure your food is safe,Trivandrum
Homies Restaurant,3.4,"Chinese, Fast Food, South Indian, Biryani, North Indian, Ice Cream, Beverages, Desserts",₹100 for one,34 min,Restaurant partner follows WHO protocol,Trivandrum
Chalai Rahmaniya Kethel's Chicken,3.9,North Indian,₹100 for one,42 min,Restaurant partner follows WHO protocol,Trivandrum
Alibaba & 41 Dishes,4.0,"Arabian, South Indian, Chinese, North Indian, Biryani, Desserts, Beverages, Juices",₹100 for one,39 min,Follows all Max Safety measures to ensure your food is safe,Trivandrum
Laham,4.0,"Lebanese, Wraps",₹100 for one,41 min,Restaurant partner follows WHO protocol,Trivandrum
New Ananthapuri Fast Food,3.8,"South Indian, Kerala, Chinese, Biryani",₹100 for one,27 min,Restaurant partner follows WHO protocol,Trivandrum
Burger Lounge,4.0,"Burger, Fast Food, Beverages",₹100 for one,26 min,Follows all Max Safety measures to ensure your food is safe,Trivandrum
Kadal Restaurant,4.0,"North Indian, South Indian, Biryani, Chinese, Seafood",₹100 for one,37 min,Restaurant partner follows WHO protocol,Trivandrum
Le Lumiere,3.3,"North Indian, South Indian, Chinese, Biryani, Arabian, Ice Cream, Desserts, Beverages",₹100 for one,34 min,Follows all Max Safety measures to ensure your food is safe,Trivandrum
Al Baike Fried Chicken,3.8,"Fast Food, Burger",₹100 for one,30 min,Follows all Max Safety measures to ensure your food is safe,Trivandrum
Bharani Restaurant,4.1,"North Indian, Mughlai, Chinese, Arabian, Beverages, Biryani, Sichuan",₹100 for one,38 min,Restaurant partner follows WHO protocol,Trivandrum
Sulthan Burger,3.4,"Sandwich, Burger, Fast Food, Beverages, Shake, Desserts",₹100 for one,56 min,Follows all Max Safety measures to ensure your food is safe,Trivandrum
Sharma's Punjabi Dhaba,4.1,"North Indian, Beverages, South Indian",₹100 for one,38 min,Follows all Max Safety measures to ensure your food is safe,Trivandrum
Hotel Anandhaas,4.0,"South Indian, North Indian, Chinese",₹100 for one,41 min,Follows all Max Safety measures to ensure your food is safe,Trivandrum
Zam Zam Bun Cafe,4.2,"Coffee, Fast Food, Healthy Food, Sandwich, Italian, Burger, Desserts, Beverages",₹100 for one,42 min,Follows all Max Safety measures to ensure your food is safe,Trivandrum
Big Belly Momos,4.1,"Momos, Desserts, Beverages, Shake, Juices",₹100 for one,35 min,Follows all Max Safety measures to ensure your food is safe,Trivandrum
Sri Uduppi Hotel,4.3,"South Indian, North Indian, Chinese, Street Food, Juices, Sichuan",₹100 for one,38 min,Restaurant partner follows WHO protocol,Trivandrum
Flavor Time,4.1,"Wraps, Chinese, North Indian, Beverages, Sichuan",₹100 for one,41 min,Restaurant partner follows WHO protocol,Trivandrum
Saaya Family Restaurant,4.1,"South Indian, North Indian, Chinese, Beverages, Desserts",₹100 for one,24 min,Follows all Max Safety measures to ensure your food is safe,Trivandrum
Al Naztha Tasty Food,4.2,"South Indian, Chinese, Sichuan",₹100 for one,33 min,Restaurant partner follows WHO protocol,Trivandrum
The Belgian Waffle Co.,4.4,"Waffle, Pancake, Desserts, Beverages, Ice Cream",₹100 for one,32 min,Follows all Max Safety measures to ensure your food is safe,Trivandrum
WOW! Momo,4.2,"Momos, Fast Food, Tibetan, Sichuan, Beverages",₹100 for one,42 min,Follows all Max Safety measures to ensure your food is safe,Trivandrum
Shawarma Spot,3.6,"Lebanese, Fast Food, Shake, Beverages",₹100 for one,32 min,Restaurant partner follows WHO protocol,Trivandrum
The Grill,4.2,"Arabian, Chinese, South Indian, North Indian, Kebab",₹100 for one,32 min,Follows all Max Safety measures to ensure your food is safe,Trivandrum
Cake Bliss,4.4,Bakery,₹400 for one,33 min,Restaurant partner follows WHO protocol,Trivandrum
Ariya Nivaas,4.3,"South Indian, North Indian, Chinese",₹400 for one,34 min,Restaurant partner follows WHO protocol,Trivandrum
Sree Arya Bhavan,3.9,"South Indian, Chinese, Sichuan, Beverages",₹400 for one,39 min,Restaurant partner follows WHO protocol,Trivandrum
The Test Kitchen,3.7,"North Indian, Chinese, Mughlai, Biryani, Lebanese",₹400 for one,32 min,Restaurant partner follows WHO protocol,Trivandrum
UBQ by Barbeque Nation,3.5,"BBQ, North Indian, Chinese, Street Food, Kebab, Beverages, Desserts",₹400 for one,66 min,Follows all Max Safety measures to ensure your food is safe,Trivandrum
Zwarma,4.2,"Lebanese, Pizza, Fast Food, Sandwich",₹400 for one,35 min,Follows all Max Safety measures to ensure your food is safe,Trivandrum
Lamiya Food Palace,4.3,"North Indian, Mughlai, Chinese, Biryani, South Indian, Sichuan",₹400 for one,40 min,Restaurant partner follows WHO protocol,Trivandrum
Faasos - Wraps & Rolls,3.8,"Rolls, Wraps, North Indian",₹400 for one,29 min,Restaurant partner follows WHO protocol,Trivandrum
Tomato's Bakes & Grills,3.6,"North Indian, Chinese, Continental, Bakery, Desserts, Beverages, Momos, Fast Food",₹400 for one,35 min,Restaurant partner follows WHO protocol,Trivandrum
Ruchi Pure Veg,4.3,"North Indian, South Indian, Chinese, Street Food, Beverages",₹400 for one,29 min,Follows all Max Safety measures to ensure your food is safe,Trivandrum
Oasis Ice Cream Parlour,4.4,"Ice Cream, Desserts, Shake",₹400 for one,25 min,Restaurant partner follows WHO protocol,Trivandrum
Bake 'N' Corner,4.4,"Fast Food, Beverages, Juices",₹400 for one,37 min,Follows all Max Safety measures to ensure your food is safe,Trivandrum
Al Maaz,3.4,"South Indian, Chinese, North Indian, Sichuan",₹100 for one,40 min,Follows all Max Safety measures to ensure your food is safe,Trivandrum
Arabi Kada,3.9,"Arabian, Chinese",₹100 for one,29 min,Follows all Max Safety measures to ensure your food is safe,Trivandrum
Hotel Rahmaniya Kethels Chickens,3.9,"Kerala, Arabian",₹100 for one,26 min,Follows all Max Safety measures to ensure your food is safe,Trivandrum
The Muffin House,4.1,"Bakery, Fast Food, Desserts, Beverages, Sandwich",₹100 for one,30 min,Follows all Max Safety measures to ensure your food is safe,Trivandrum
Charcoal Shawarma,3.9,"Beverages, Shake",₹100 for one,43 min,Restaurant partner follows WHO protocol,Trivandrum
Big Belly Momos,4.1,Momos,₹100 for one,34 min,Follows all Max Safety measures to ensure your food is safe,Trivandrum
Ariya Jyothi Vegetarian Restaurant,4.1,"South Indian, Chinese, North Indian, Beverages, Shake",₹100 for one,21 min,Follows all Max Safety measures to ensure your food is safe,Trivandrum
Bab Arabia,3.8,"Arabian, Chinese, Beverages, Kerala",₹100 for one,32 min,Follows all Max Safety measures to ensure your food is safe,Trivandrum
Mishti & More,4.1,"Mithai, Street Food, Desserts, Beverages",₹100 for one,41 min,Restaurant partner follows WHO protocol,Trivandrum
Al Baha Bakers And Restaurant,3.5,"Arabian, Fast Food",₹100 for one,27 min,Restaurant partner follows WHO protocol,Trivandrum
Buhari Hotel,3.5,"South Indian, Biryani",₹100 for one,31 min,Follows all Max Safety measures to ensure your food is safe,Trivandrum
Istanbul Rolls And Grills,3.8,"Turkish, Arabian",₹100 for one,21 min,Follows all Max Safety measures to ensure your food is safe,Trivandrum
The Raahath Restaurant,4.1,"Biryani, Chinese, Kerala, North Indian, South Indian, Mughlai, Desserts, Beverages",₹150 for one,38 min,Restaurant partner follows WHO protocol,Trivandrum
The Biryani Life,3.6,"Biryani, Kebab, North Indian",₹150 for one,25 min,Follows all Max Safety measures to ensure your food is safe,Trivandrum
Baskin Robbins - Ice Cream Desserts,4.3,"Ice Cream, Desserts, Beverages",₹150 for one,17 min,Follows all Max Safety measures to ensure your food is safe,Trivandrum
Paul's Creamery,4.5,"Desserts, Beverages, Shake, Coffee",₹150 for one,24 min,Restaurant partner follows WHO protocol,Trivandrum
Grill Island,4.0,"Lebanese, Chinese, Arabian",₹150 for one,36 min,Restaurant partner follows WHO protocol,Trivandrum
Oru Porotta Kada,4.0,"Biryani, Kerala, Fast Food",₹150 for one,22 min,Follows all Max Safety measures to ensure your food is safe,Trivandrum
The Kati Roll Shop,4.1,"Rolls, Kebab, Chinese, Beverages",₹150 for one,37 min,Follows all Max Safety measures to ensure your food is safe,Trivandrum
ibaco,4.5,"Ice Cream, Bakery, Desserts",₹150 for one,18 min,Follows all Max Safety measures to ensure your food is safe,Trivandrum
Kef Cafe,3.7,"Fast Food, Street Food, Desserts, Beverages",₹150 for one,41 min,Restaurant partner follows WHO protocol,Trivandrum
The Olive Restaurant,4.0,"Iranian, Seafood, Chinese, Desserts, North Indian, Beverages, Ice Cream, Shake",₹150 for one,39 min,Restaurant partner follows WHO protocol,Trivandrum
Tharavattil Thanima Restaurant,4.2,"South Indian, Chinese, Biryani, Seafood",₹150 for one,38 min,Restaurant partner follows WHO protocol,Trivandrum
Shababaik Restaurant,4.1,"Arabian, Shawarma",₹150 for one,42 min,Restaurant partner follows WHO protocol,Trivandrum
Halais Dum Biriyani Pangappara,3.5,"Arabian, North Indian, Chinese, Beverages",₹200 for one,39 min,Follows all Max Safety measures to ensure your food is safe,Trivandrum
Trivandrum Bakers & Resto,4.2,"Bakery, South Indian, North Indian, Biryani, Shawarma, Chinese, Beverages",₹200 for one,31 min,Follows all Max Safety measures to ensure your food is safe,Trivandrum
Fruit Bae,4.1,"Beverages, Desserts, Ice Cream, Shake",₹200 for one,34 min,Follows all Max Safety measures to ensure your food is safe,Trivandrum
Statue Hotel,4.2,"South Indian, Chinese, North Indian, Beverages, Ice Cream, Desserts, Sichuan",₹200 for one,23 min,Follows all Max Safety measures to ensure your food is safe,Trivandrum
The Muffin House,4.3,"Bakery, Desserts",₹200 for one,20 min,Follows all Max Safety measures to ensure your food is safe,Trivandrum
LunchBox - Meals and Thalis,4.1,North Indian,₹200 for one,27 min,Follows all Max Safety measures to ensure your food is safe,Trivandrum
Salad Caffe,4.3,"Healthy Food, Salad, Roast Chicken, Juices, Beverages",₹200 for one,43 min,Follows all Max Safety measures to ensure your food is safe,Trivandrum
Hotel Ganesh Bhavan,4.1,"North Indian, South Indian, Chinese",₹200 for one,25 min,Restaurant partner follows WHO protocol,Trivandrum
Paaykappal,4.0,"Kerala, North Indian",₹200 for one,20 min,Follows all Max Safety measures to ensure your food is safe,Trivandrum
WOW! Chicken by WOW! Momo,3.5,"American, Fast Food, Burger, Beverages",₹200 for one,55 min,Follows all Max Safety measures to ensure your food is safe,Trivandrum
Cafe MHC,3.3,"Chinese, Biryani, Fast Food, Ice Cream, Juices, Shake, Beverages",₹200 for one,35 min,Follows all Max Safety measures to ensure your food is safe,Trivandrum
Jithu Joji - Thirumala,4.2,"South Indian, Biryani, Seafood",₹200 for one,34 min,Restaurant partner follows WHO protocol,Trivandrum
Silver Sand Hotel,4.1,"South Indian, North Indian, Chinese, Seafood, Biryani",₹150 for one,38 min,Restaurant partner follows WHO protocol,Trivandrum
Atelier By Ambrosia & Amit Puri,3.8,"Continental, Italian, European, North Indian, Bakery, Chinese, Beverages, Shake",₹150 for one,34 min,Follows all Max Safety measures to ensure your food is safe,Trivandrum
Pondis Pizza Hub,4.0,"Pizza, Fast Food, Desserts, Beverages",₹150 for one,49 min,Follows all Max Safety measures to ensure your food is safe,Trivandrum
Kebab Dukkan,3.4,"Kebab, Rolls",₹150 for one,26 min,Follows all Max Safety measures to ensure your food is safe,Trivandrum
Delhi Punjabi Dhaba,3.5,"North Indian, Maharashtrian",₹150 for one,46 min,Restaurant partner follows WHO protocol,Trivandrum
Eaton Cafe,3.3,"Beverages, Desserts, Shake",₹150 for one,41 min,Follows all Max Safety measures to ensure your food is safe,Trivandrum
Hotel Arulakam,4.5,"South Indian, Chinese",₹150 for one,30 min,Follows all Max Safety measures to ensure your food is safe,Trivandrum
Firangi Bake,3.8,"Italian, Mexican",₹150 for one,32 min,Follows all Max Safety measures to ensure your food is safe,Trivandrum
Narayana Bhavan Family Restaurant,4.2,"South Indian, Chinese, Mughlai, Kerala, Biryani, Beverages",₹150 for one,29 min,Follows all Max Safety measures to ensure your food is safe,Trivandrum
Aryas Hotel,4.0,"South Indian, North Indian, Chinese",₹150 for one,38 min,Restaurant partner follows WHO protocol,Trivandrum
Mandi Manzil,4.3,"Mandi, Arabian",₹150 for one,33 min,Restaurant partner follows WHO protocol,Trivandrum
Hive Honey Cake,4.5,Bakery,₹150 for one,25 min,Follows all Max Safety measures to ensure your food is safe,Trivandrum
American Fried Chicken,4.1,"Burger, Wraps, Fast Food, Pizza",₹250 for one,33 min,Follows all Max Safety measures to ensure your food is safe,Trivandrum
Asquare Biryani,3.9,"Biryani, South Indian, Chinese, Seafood, Street Food, Ice Cream, Juices, Shake",₹250 for one,31 min,Follows all Max Safety measures to ensure your food is safe,Trivandrum
Lemon Restaurant,4.1,"Kerala, Chinese, North Indian, Fast Food, Beverages, Sichuan",₹250 for one,21 min,Follows all Max Safety measures to ensure your food is safe,Trivandrum
Oven Story Pizza - Standout Toppings,4.1,"Pizza, Fast Food",₹250 for one,45 min,Follows all Max Safety measures to ensure your food is safe,Trivandrum
Le Lumiere Restaurant,3.4,"South Indian, North Indian, Chinese, Biryani, Ice Cream, Beverages, Shake, Sichuan",₹250 for one,36 min,Restaurant partner follows WHO protocol,Trivandrum
Upper Crust,4.3,"Continental, Fast Food, Desserts, Pasta, Beverages",₹250 for one,31 min,Follows all Max Safety measures to ensure your food is safe,Trivandrum
"Frozen Bottle - Milkshakes, Desserts And Ice Cream",4.1,"Shake, Beverages, Desserts, Ice Cream, Waffle",₹250 for one,32 min,Restaurant partner follows WHO protocol,Trivandrum
My Homely Cakes Bakers And Cafe,3.3,"Bakery, Desserts, Fast Food, Beverages",₹250 for one,22 min,Follows all Max Safety measures to ensure your food is safe,Trivandrum
Punjabi House,4.0,North Indian,₹250 for one,37 min,Restaurant partner follows WHO protocol,Trivandrum
The Good Bowl,3.7,"North Indian, Pasta, Italian",₹250 for one,29 min,Follows all Max Safety measures to ensure your food is safe,Trivandrum
Best Snacks & Sweets,3.9,"Fast Food, Desserts, Beverages, Finger Food, Bakery, Burger, Juices, Shake",₹250 for one,37 min,Follows all Max Safety measures to ensure your food is safe,Trivandrum
Vegeatz,3.5,"Pizza, Sandwich, Fast Food, Momos, Beverages",₹250 for one,44 min,Follows all Max Safety measures to ensure your food is safe,Trivandrum
Eggs & Co,4.3,"Beverages, Fast Food",₹100 for one,41 min,Restaurant partner follows WHO protocol,Trivandrum
Hotel Aryaas Park,4.0,"South Indian, North Indian, Chinese, Beverages, Biryani",₹100 for one,30 min,Follows all Max Safety measures to ensure your food is safe,Trivandrum
Dum Safar Biryani by Barbeque Nation,4.3,"Biryani, North Indian, Kebab, BBQ, Beverages, Desserts",₹100 for one,70 min,Restaurant partner follows WHO protocol,Trivandrum
Viplavam Food Labs,4.3,Momos,₹100 for one,25 min,Restaurant partner follows WHO protocol,Trivandrum
Barbeque Nation,3.6,"BBQ, North Indian, Biryani, Kebab, Continental, Chinese, Beverages, Desserts",₹100 for one,63 min,Follows all Max Safety measures to ensure your food is safe,Trivandrum
Wok Man Chinese,3.8,"Chinese, Asian, Beverages",₹100 for one,36 min,Follows all Max Safety measures to ensure your food is safe,Trivandrum
Plated Restaurant,4.1,"Burger, Fast Food, Wraps",₹100 for one,35 min,Follows all Max Safety measures to ensure your food is safe,Trivandrum
Behrouz Biryani,4.0,"Biryani, Kebab, Hyderabadi, Lucknowi",₹100 for one,28 min,Follows all Max Safety measures to ensure your food is safe,Trivandrum
Naples Pizza City,4.0,"Pizza, Fast Food, Desserts, Beverages",₹100 for one,30 min,Follows all Max Safety measures to ensure your food is safe,Trivandrum
Sindhoor Park Restaurant,4.2,"South Indian, North Indian, Kerala, Chinese, Sichuan",₹100 for one,49 min,Follows all Max Safety measures to ensure your food is safe,Trivandrum
Pizzeria Toto,4.4,Pizza,₹100 for one,53 min,Restaurant partner follows WHO protocol,Trivandrum
NIC Ice Creams,4.3,"Ice Cream, Desserts",₹100 for one,24 min,Restaurant partner follows WHO protocol,Trivandrum
Lunchbox - Meals and Thalis,4.0,North Indian,₹200 for one,31 min,Restaurant partner follows WHO protocol,Trivandrum
Dingan Kitchen,3.8,"Chinese, North Indian, South Indian, Arabian, Beverages, Sichuan",₹200 for one,37 min,Restaurant partner follows WHO protocol,Trivandrum
Shawarmigos Cafe,4.1,"Arabian, Fast Food, Street Food, Juices, Shake, Beverages",₹200 for one,19 min,Restaurant partner follows WHO protocol,Trivandrum
